Identifier	Sequence-length	motility	TypeA_CDS	TypeB_CDS	CTD_CDS
PATRIC:2686363.3	3783741	1	0.006466784244562022	0.0008818342151675485	0.007348618459729571
PATRIC:2686365.3	4638103	1	0.012268402603905859	0.00400600901352028	0.01627441161742614
PATRIC:2686366.3	4618330	1	0.013198757763975156	0.004399585921325052	0.017598343685300208
PATRIC:2692134.3	8898242	1	0.004419602235798778	0.0015598596126348628	0.005979461848433641
PATRIC:2694930.3	4344619	0	0.008547008547008548	0.002686202686202686	0.01098901098901099
PATRIC:2697011.3	4810040	1	0.01967137236750752	0.004397130293913446	0.023837074751214996
PATRIC:2697012.3	4501581	1	0.019656631002737	0.0052251803931326205	0.024632993281910924
PATRIC:269798.16	4433218	1	0.018291089626339168	0.005226025607525477	0.023255813953488372
PATRIC:2698458.3	4352178	0	0.009417596034696406	0.0024783147459727386	0.011400247831474598
PATRIC:2698672.3	4610330	1	0.0015737410071942446	0.0035971223021582736	0.005170863309352518
PATRIC:2703787.3	7969925	1	0.005736714975845411	0.005434782608695652	0.011171497584541062
PATRIC:2704465.3	8983451	1	0.0079345703125	0.002197265625	0.009765625
PATRIC:2708110.5	3088198	1	0.01406926406926407	0.006132756132756133	0.020202020202020204
PATRIC:2710596.3	8853064	1	0.004496065942300487	0.0013737979268140378	0.005869863869114525
PATRIC:2713414.4	3243462	1	0.018072289156626505	0.0006341154090044388	0.018389346861128725
PATRIC:2719911.3	2852234	1	0.014812001519179644	0.003418154196733764	0.018230155715913406
PATRIC:2719912.3	4053756	1	0.0022650056625141564	0.0022650056625141564	0.004246885617214043
PATRIC:2724192.3	4690582	1	0.014777131782945737	0.001695736434108527	0.016472868217054265
PATRIC:2724619.3	3543981	1	0.006469760900140647	0.0005625879043600563	0.007032348804500703
PATRIC:2725414.3	8363885	1	0.003542581833640357	0.0029757687402579	0.006234944027207028
PATRIC:2728024.3	6049537	1	0.005244122965641953	0.0012658227848101266	0.0065099457504520794
PATRIC:2735321.3	4879662	0	0.009300162752848175	0.0009300162752848175	0.010230179028132993
PATRIC:2735870.3	5719932	1	0.006031363088057901	0.0016083634901487736	0.007639726578206675
PATRIC:2738844.3	3471153	1	0.016866688290626014	0.001621796951021732	0.018488485241647746
PATRIC:2740462.3	6044097	1	0.0023883887562006247	0.0018372221201543267	0.004041888664339519
PATRIC:2745197.3	6935613	0	0.015902554559296227	0.002030113347995263	0.017425139570292673
PATRIC:2748316.3	2837214	1	0.0011463507833397019	0.003439052350019106	0.0045854031333588076
PATRIC:2748319.3	3549933	1	0.01607034566403881	0.004244996967859308	0.02001212856276531
PATRIC:2748320.3	3913347	1	0.021643835616438355	0.004931506849315068	0.026027397260273973
PATRIC:2758037.4	2613493	1	0.01770956316410862	0.003148366784730421	0.02085792994883904
PATRIC:2761579.3	4511071	1	0.016331658291457288	0.0020100502512562816	0.017839195979899497
PATRIC:2767188.3	2839245	1	0.010756543564001434	0.002509860164933668	0.013266403728935103
PATRIC:28129.11	2893847	0	0.0018315018315018315	0.0003663003663003663	0.002197802197802198
PATRIC:28131.10	3148117	0	0.0062912865681031774	0.0	0.0062912865681031774
PATRIC:28131.17	2760702	0	0.007650273224043716	0.00036429872495446266	0.008014571948998178
PATRIC:28131.18	2777805	0	0.007467994310099573	0.0	0.007467994310099573
PATRIC:28131.19	2764740	0	0.008055657268399853	0.0	0.008055657268399853
PATRIC:28131.20	2890050	0	0.006875214850464077	0.00034376074252320387	0.007218975592987281
PATRIC:28131.22	2737112	0	0.006545454545454545	0.0003636363636363636	0.006909090909090909
PATRIC:28131.23	2928459	0	0.0060790273556231	0.0	0.0060790273556231
PATRIC:28131.24	2813841	0	0.006009190526687876	0.0003534817956875221	0.006362672322375398
PATRIC:28131.35	2949063	0	0.006775067750677507	0.00033875338753387534	0.007113821138211382
PATRIC:28131.4	2737273	0	0.0066298342541436465	0.00036832412523020257	0.006998158379373849
PATRIC:28131.7	2736315	0	0.0069216757741347905	0.00036429872495446266	0.007285974499089253
PATRIC:28132.3	3168110	0	0.0053292729349067374	0.00038066235249333843	0.005709935287400076
PATRIC:28132.5	3090326	0	0.005158730158730159	0.0003968253968253968	0.005555555555555556
PATRIC:28135.5	3168212	0	0.00033818058843422386	0.00033818058843422386	0.0006763611768684477
PATRIC:28188.11	2493828	1	0.0004178854993731718	0.005432511491851233	0.005432511491851233
PATRIC:28188.12	2414275	1	0.0008952551477170994	0.005371530886302597	0.005819158460161146
PATRIC:28188.13	2455405	1	0.0008798944126704796	0.005279366476022877	0.005719313682358117
PATRIC:28188.25	2555606	1	0.00039556962025316455	0.002768987341772152	0.002768987341772152
PATRIC:28188.26	2528270	1	0.0008281573498964803	0.005383022774327122	0.005797101449275362
PATRIC:28189.7	2640475	1	0.00041736227045075126	0.005008347245409015	0.005008347245409015
PATRIC:313590.8	3302548	1	0.006371562709590879	0.002347417840375587	0.008718980549966466
PATRIC:313596.4	3530383	1	0.0015842839036755386	0.0028517110266159697	0.004435994930291508
PATRIC:313603.6	3868304	1	0.001141552511415525	0.00228310502283105	0.003424657534246575
PATRIC:323450.3	5167383	1	0.006875	0.0027083333333333334	0.009583333333333333
PATRIC:327575.3	2504023	1	0.0008814455707360071	0.00749228735125606	0.00749228735125606
PATRIC:34085.1007	2168142	1	0.004300047778308648	0.0	0.008600095556617296
PATRIC:34085.1256	2161891	1	0.00430828147438966	0.0	0.009095260890378171
PATRIC:34085.190	2156703	1	0.004331087584215592	0.0	0.008180943214629451
PATRIC:34085.71	2425237	1	0.007030603804797354	0.00041356492969396195	0.007444168734491315
PATRIC:34085.968	2240780	1	0.007162041181736795	0.0004476275738585497	0.007609668755595345
PATRIC:343403.3	3910334	1	0.0023872679045092837	0.003183023872679045	0.005570291777188329
PATRIC:343874.12	3759256	1	0.012776831345826235	0.0008517887563884157	0.013628620102214651
PATRIC:363852.4	5373360	1	0.00021358393848782572	0.0010679196924391287	0.0012815036309269544
PATRIC:376686.10	6096872	1	0.0049665711556829036	0.0005730659025787965	0.009742120343839542
PATRIC:398053.3	5352833	0	0.0023116933153534964	0.001541128876902331	0.0038528221922558272
PATRIC:400092.3	5462537	1	0.007618675522563001	0.0021488571986716157	0.009572182066809924
PATRIC:402612.5	2861988	1	0.012509773260359656	0.003518373729476153	0.01641907740422205
PATRIC:411154.11	3798465	1	0.0022811519817507843	0.00142571998859424	0.0037068719703450244
PATRIC:421525.16	2764180	1	0.007137758743754461	0.0010706638115631692	0.00820842255531763
PATRIC:430522.4	6581659	1	0.0023021073136178503	0.0015937666017354348	0.0033646183814414732
PATRIC:431947.7	2354886	0	0.0038910505836575876	0.00048638132295719845	0.007295719844357977
PATRIC:435591.48	5212259	0	0.001756311745334797	0.0002195389681668496	0.0019758507135016466
PATRIC:45243.3	2688484	1	0.0007977662544874351	0.002792181890706023	0.0035899481451934583
PATRIC:45243.5	2688499	1	0.0008045052292839903	0.0028157683024939663	0.0036202735317779565
PATRIC:459526.6	5377387	1	0.007102569458951326	0.0012533946104031752	0.008564863171088365
PATRIC:471854.5	6967790	1	0.008226997985224983	0.0011752854264607119	0.009402283411685695
PATRIC:480520.3	4064534	1	0.0014180374361883153	0.0025524673851389677	0.003970504821327283
PATRIC:485917.6	5167383	1	0.0011465260261407934	0.0018344416418252694	0.002751662462737904
PATRIC:485918.6	9127347	1	0.004582696847660047	0.0015275656158866824	0.00611026246354673
PATRIC:496056.4	4322684	0	0.0009940357852882703	0.0019880715705765406	0.002982107355864811
PATRIC:512763.3	5413467	0	0.008977759640889614	0.0020403999183840034	0.010610079575596816
PATRIC:516051.11	3274259	1	0.002232142857142857	0.00350765306122449	0.005739795918367347
PATRIC:521097.5	2612925	1	0.0009208103130755065	0.0027624309392265192	0.004143646408839779
PATRIC:531844.3	2768102	1	0.018003913894324854	0.0023483365949119373	0.020352250489236792
PATRIC:558152.7	5167383	0	0.013770180436847104	0.001899335232668566	0.01566951566951567
PATRIC:564064.4	5828404	1	0.005065856129685917	0.00182370820668693	0.006889564336372847
PATRIC:584609.3	4614879	1	0.019760917296901683	0.0021956574774335204	0.021956574774335203
PATRIC:616991.8	5857781	1	0.0018811136192626034	0.0028216704288939053	0.004326561324303988
PATRIC:63186.3	5521712	1	0.004903005755702409	0.002558089959496909	0.007461095715199318
PATRIC:639310.5	3468188	1	0.01265022137887413	0.0056925996204933585	0.017710309930423784
PATRIC:649349.3	4059653	1	0.00405295865982167	0.0010807889759524452	0.005133747635774115
PATRIC:651561.8	5361872	1	0.02001962708537782	0.0025515210991167814	0.022571148184494603
PATRIC:655815.4	5128187	1	0.0010964912280701754	0.0006578947368421052	0.0017543859649122807
PATRIC:669041.3	2918253	1	0.004640371229698376	0.004640371229698376	0.008507347254447023
PATRIC:688270.3	4888353	1	0.0018437427978796957	0.0029960820465545056	0.00460935699469924
PATRIC:693978.17	2164087	1	0.004287756074321105	0.0	0.008099094807050978
PATRIC:694427.4	3685504	1	0.0029069767441860465	0.001614987080103359	0.004521963824289405
PATRIC:702745.6	3107673	1	0.0018698578908002991	0.002617801047120419	0.004487658937920718
PATRIC:746697.3	3520671	1	0.030330603579011222	0.001213224143160449	0.03154382772217167
PATRIC:754409.6	3811479	1	0.011938601478112564	0.001989766913018761	0.013928368391131325
PATRIC:755732.3	4633577	1	0.0304642166344294	0.008220502901353965	0.03868471953578337
PATRIC:76123.5	2861432	0	0.001513431706394249	0.00037835792659856227	0.0018917896329928112
PATRIC:762982.68	4125322	0	0.0049586776859504135	0.0002754820936639118	0.005234159779614325
PATRIC:767031.3	2937589	0	0.0015816528272044287	0.00039541320680110717	0.0019770660340055358
PATRIC:76832.21	3938030	1	0.0005571030640668524	0.0008356545961002785	0.001392757660167131
