Identifier	Sequence-length	motility	TypeA_CDS	TypeB_CDS	CTD_CDS	total
PATRIC:1355330.4	4621116.0	1	0.0110055027513756	0.0027513756878439	0.0137568784392196	55
PATRIC:1379870.5	7029352.0	1	0.005859375	0.001953125	0.0078125	48
PATRIC:1379910.4	4820793.0	0	0.0088392649453361	0.0023261223540358	0.0111653872993719	48
PATRIC:1383885.3	3772469.0	1	0.0025810151993117	0.0037281330656724	0.0063091482649842	22
PATRIC:1385663.3	3777136.0	0	0.0113230035756853	0.00238379022646	0.0134088200238379	45
PATRIC:1403335.5	2378872.0	0	0.0048715677590788	0.0004428697962798	0.0070859167404783	16
PATRIC:1403336.3	2372492.0	0	0.0078947368421052	0.000438596491228	0.0087719298245614	20
PATRIC:1403338.3	2249024.0	0	0.0069444444444444	0.0004629629629629	0.0074074074074074	16
PATRIC:1452724.4	2715909.0	1	0.0057166190281747	0.0012249897917517	0.0187831768068599	46
PATRIC:1452725.4	2835130.0	1	0.0120952009364026	0.0042918454935622	0.0167772142021069	43
PATRIC:1453352.7	3569807.0	1	0.0027214998488055	0.0027214998488055	0.0048382219534321	16
PATRIC:1454006.9	3303986.0	1	0.0133287764866712	0.0027341079972658	0.0160628844839371	47
PATRIC:1455062.3	2184066.0	1	0.0037664783427495	0.0	0.0084745762711864	18
PATRIC:1458492.3	4065010.0	1	0.0016592920353982	0.0022123893805309	0.0038716814159292	14
PATRIC:1476901.3	2884293.0	1	0.0134278254382693	0.0044759418127564	0.0179037672510257	48
PATRIC:1486034.3	3192399.0	1	0.0157397691500524	0.0062959076600209	0.0213361315145155	61
PATRIC:1492737.5	4402594.0	1	0.003462050599201	0.0029294274300932	0.0063914780292942	24
PATRIC:1493872.3	4430347.0	1	0.0147619047619047	0.0038095238095238	0.0185714285714285	78
PATRIC:1124835.11	5459074.0	1	0.0182128628343767	0.0020868905331056	0.0202997533674824	107
PATRIC:1271752.3	2166321.0	1	0.004364694471387	0.0	0.007274490785645	15
PATRIC:1379909.4	4143738.0	0	0.0102577590741714	0.0031562335612835	0.0128879537085744	49
PATRIC:1493872.4	4628783.0	1	0.0145421495114746	0.0036355373778686	0.0181776868893433	80
PATRIC:1727164.3	6147290.0	1	0.0003696857670979	0.0014787430683918	0.0014787430683918	8
PATRIC:1913577.3	2978889.0	1	0.003349460364719	0.0014886490509862	0.0048381094157052	13
PATRIC:2057025.3	8794837.0	1	0.0037484885126964	0.0018137847642079	0.0055622732769044	46
PATRIC:2183896.3	5877431.0	1	0.0066328521264143	0.0025360905189231	0.0087787748731954	45
PATRIC:2487071.3	3276391.0	1	0.014366021236727	0.0006246096189881	0.0149906308557151	48
PATRIC:253.53	4866345.0	1	0.0179352580927384	0.0021872265966754	0.0201224846894138	92
PATRIC:2602769.3	3985855.0	1	0.0168359166221272	0.0061464457509353	0.0219134152859433	82
PATRIC:2697009.3	4533039.0	1	0.0258974358974358	0.0066666666666666	0.0325641025641025	127
PATRIC:2725416.3	8511252.0	1	0.0038028169014084	0.0029577464788732	0.0064788732394366	46
PATRIC:28131.21	2775833.0	0	0.0081906180193596	0.0003723008190618	0.0085629188384214	23
PATRIC:319236.5	2835711.0	0	0.0135236664162283	0.0037565740045078	0.0169045830202855	45
PATRIC:435591.13	4811379.0	0	0.0015329586101175	0.0	0.0015329586101175	6
PATRIC:592029.3	3914632.0	1	0.0206070732386521	0.0038986354775828	0.0242272347535505	87
PATRIC:762903.4	4635236.0	1	0.0057629666750187	0.0012528188423953	0.0070157855174141	28
PATRIC:837.125	2353520.0	0	0.006457167455876	0.0004304778303917	0.0068876452862677	16
PATRIC:96345.136	2783852.0	1	0.0042405551272166	0.0007710100231303	0.0188897455666923	49
PATRIC:996.27	3032078.0	1	0.0125368731563421	0.0029498525073746	0.0154867256637168	42
PATRIC:996.291	3261175.0	1	0.0118243243243243	0.0027027027027027	0.014527027027027	43
GenBank:GCA_000242635.3	5202069.0	1	0.0020833333333333	0.0032407407407407	0.0046296296296296	20
PATRIC:1493872.5	4390955.0	1	0.0140266021765417	0.003869407496977	0.0178960096735187	74
PATRIC:1529069.3	5167383.0	1	0.012968804766912	0.0014020329477742	0.0143708377146862	41
PATRIC:1583100.3	4155464.0	1	0.0011010184420589	0.001926782273603	0.0030278007156619	11
PATRIC:1585976.7	2036890.0	1	0.0133951571354971	0.0	0.0133951571354971	26
PATRIC:1617283.4	5497186.0	1	0.0064799331103678	0.0020903010033444	0.0085702341137123	41
PATRIC:1622118.21	2966978.0	1	0.0063527653213751	0.0011210762331838	0.007473841554559	20
PATRIC:1628248.4	2839791.0	1	0.0086799276672694	0.0010849909584086	0.0097649186256781	27
PATRIC:1644130.3	4399611.0	1	0.0033862985152383	0.0039072675175827	0.007293566032821	28
PATRIC:1685010.5	4871648.0	1	0.0186128960779968	0.0037668956348327	0.0221582096166629	100
PATRIC:1705617.3	2614527.0	1	0.0012631578947368	0.0042105263157894	0.0050526315789473	12
PATRIC:1714848.3	5461560.0	1	0.0220634587098129	0.0023114099600756	0.0243748686698886	116
PATRIC:1714849.3	6087890.0	1	0.0204667176740627	0.0026778882938026	0.0231446059678653	121
PATRIC:1714860.3	6011237.0	1	0.0249564712710388	0.0023215322112594	0.0272780034822983	141
PATRIC:1717717.3	5718991.0	1	0.0031094527363184	0.0022802653399668	0.0053897180762852	26
PATRIC:1721091.3	4077766.0	1	0.0197132616487455	0.0043522785458269	0.0240655401945724	94
PATRIC:1729720.4	4086550.0	1	0.0018626929217668	0.0010643959552953	0.0029270888770622	11
PATRIC:1736674.21	3994770.0	1	0.0140762463343108	0.0017595307917888	0.0158357771260997	54
PATRIC:1761453.3	4707469.0	1	0.0023872045834328	0.0038195273334924	0.0062067319169252	26
PATRIC:1763534.5	3027315.0	1	0.005946135012242	0.0013990905911157	0.0073452256033578	21
PATRIC:1774273.5	3809314.0	1	0.0119688809096349	0.0023937761819269	0.0143626570915619	48
PATRIC:1784713.4	2970356.0	1	0.0251665433012583	0.005181347150259	0.0296076980014803	80
PATRIC:1803846.4	5665358.0	1	0.0234653257909071	0.0027236538864445	0.0261889796773517	125
PATRIC:1834519.3	6408035.0	1	0.0059259259259259	0.0018518518518518	0.0077777777777777	42
PATRIC:1836467.11	4271158.0	1	0.0042060988433228	0.0047318611987381	0.0089379600420609	34
PATRIC:1848904.3	2831350.0	1	0.001131221719457	0.0041478129713423	0.004524886877828	12
PATRIC:1850246.3	3426122.0	1	0.0139338950097213	0.0035644847699287	0.0168502916396629	52
PATRIC:1850252.3	3019213.0	1	0.0055005500550055	0.0029336266960029	0.0084341767510084	23
PATRIC:1871047.42	2757396.0	1	0.0148643626904496	0.0029728725380899	0.0178372352285395	48
PATRIC:1888915.11	3800626.0	1	0.0193073858412503	0.0012258657676984	0.0205332516089488	67
PATRIC:188932.3	5950539.0	1	0.0005687203791469	0.0013270142180094	0.0017061611374407	9
PATRIC:1932669.4	5227721.0	1	0.01727601446364	0.0024106066693451	0.0196866211329851	98
PATRIC:1936080.3	3349669	1	0.0207509881422924	0.0049407114624505	0.0250329380764163	76
PATRIC:1936081.3	3752836.0	1	0.0137395459976105	0.0026881720430107	0.0161290322580645	54
PATRIC:1945657.3	2632967.0	1	0.0004258943781942	0.0063884156729131	0.0063884156729131	15
PATRIC:1945658.3	2633192.0	1	0.0004230118443316	0.0054991539763113	0.0054991539763113	13
PATRIC:1979344.3	5563897.0	1	0.0070835863185589	0.001619105444242	0.008702691762801	43
PATRIC:1981981.3	4224053.0	1	0.0085663895187704	0.0032753842277651	0.0115898211136306	46
PATRIC:2015076.3	4872888.0	1	0.0212160979877515	0.0030621172353455	0.0242782152230971	111
PATRIC:2025876.3	5372666.0	0	0.0012575979878432	0.0002095996646405	0.0014671976524837	7
PATRIC:2027857.3	4858325.0	1	0.0143061516452074	0.0023843586075345	0.016690510252742	70
PATRIC:2029983.3	5279921.0	1	0.0020968756552736	0.0025162507863283	0.004613126441602	22
PATRIC:203275.8	3405521.0	0	0.0041265474552957	0.0	0.0041265474552957	12
PATRIC:2038776.3	3716699.0	1	0.0172121896162528	0.0011286681715575	0.0183408577878103	65
PATRIC:2039166.3	2586303.0	1	0.0066771406127258	0.0011783189316575	0.0078554595443833	20
PATRIC:2049305.4	4130958.0	1	0.0067497403946002	0.0020768431983385	0.0088265835929387	34
PATRIC:2057808.3	3666763.0	1	0.0192829165411268	0.0042181379933714	0.0231997589635432	77
PATRIC:2058134.3	3184776.0	1	0.0124161073825503	0.0036912751677852	0.0157718120805369	47
PATRIC:2058135.3	4314320.0	1	0.0150012712941774	0.0040681413679125	0.0188151538265954	74
PATRIC:2058137.3	3567309.0	1	0.0082697201017811	0.0012722646310432	0.0095419847328244	30
PATRIC:2058175.3	4353683.0	1	0.0011778563015312	0.0009422850412249	0.0021201413427561	9
PATRIC:2069432.3	4116543.0	1	0.0140360169491525	0.0013241525423728	0.0153601694915254	58
PATRIC:2086471.3	6225914.0	1	0.0115263060048336	0.0020449897750511	0.0131994794571481	71
PATRIC:209053.3	3412686.0	1	0.0012383900928792	0.0040247678018575	0.004953560371517	16
PATRIC:2094025.3	3182272.0	1	0.0199039121482498	0.004118050789293	0.0240219629375428	70
PATRIC:2126553.4	4380140.0	1	0.0022145669291338	0.0012303149606299	0.0034448818897637	14
PATRIC:2162713.3	3464207.0	1	0.0293746051800379	0.0050536955148452	0.0337965887555274	107
PATRIC:216432.7	2952962.0	1	0.0129725722757598	0.0003706449221645	0.0133432171979243	36
PATRIC:2172098.3	3552756.0	1	0.0324675324675324	0.0042207792207792	0.0366883116883116	113
PATRIC:2173169.3	3623447.0	1	0.0054347826086956	0.0027173913043478	0.0081521739130434	27
PATRIC:2175091.3	3983546.0	1	0.020463112547119	0.0064620355411954	0.026117393645665	97
PATRIC:2201271.3	6198518.0	1	0.0013544891640866	0.0027089783281733	0.0032894736842105	17
PATRIC:2249356.3	4839571.0	1	0.0053813757604117	0.00280767430978	0.0081890500701918	35
PATRIC:2259595.3	7162093.0	0	0.0051401869158878	0.0023364485981308	0.0074766355140186	48
PATRIC:2282170.3	5482391.0	1	0.021811383464894	0.0033236393851267	0.0249272953884503	120
PATRIC:2294119.4	4843008.0	1	0.0190498049116364	0.0048198301583658	0.0236401193481753	103
PATRIC:2319843.3	4188814.0	1	0.010515247108307	0.0026288117770767	0.0126182965299684	48
PATRIC:237258.26	2759562.0	1	0.008751902587519	0.002283105022831	0.0106544901065449	28
PATRIC:246.12	4974086.0	1	0.0182990226658348	0.0031191515907673	0.0214181742566022	103
PATRIC:246787.4	7084828.0	0	0.0031391698639693	0.0	0.0031391698639693	18
PATRIC:247.6	3636346.0	1	0.0144762986091399	0.0005676979846721	0.015043996593812	53
PATRIC:247.7	3794924.0	1	0.0129729729729729	0.0008108108108108	0.0137837837837837	51
PATRIC:2478552.3	4935222.0	1	0.0067303517151541	0.0021710811984368	0.0089014329135909	41
PATRIC:2478663.3	4558636.0	1	0.0141828958509737	0.0027519051651143	0.016934801016088	80
PATRIC:2487063.3	5276141.0	1	0.0183467741935483	0.0018145161290322	0.0201612903225806	100
PATRIC:2487064.3	5038771.0	1	0.0187486833789761	0.0027385717295133	0.0214872551084895	102
PATRIC:2487065.3	4810759.0	1	0.0184518451845184	0.0027002700270027	0.0211521152115211	94
PATRIC:2487072.3	3367586.0	1	0.0115214180206794	0.0002954209748892	0.0118168389955686	40
PATRIC:2487073.3	2469733.0	0	0.0064438179621425	0.0008054772452678	0.0072492952074103	18
PATRIC:2494375.3	3682614.0	1	0.020656479909451	0.0019807583474816	0.0226372382569326	80
PATRIC:2496865.3	4016247.0	1	0.0033057851239669	0.0049586776859504	0.0077134986225895	28
PATRIC:2496866.3	2872100.0	1	0.0114729829755736	0.0025906735751295	0.0140636565507031	38
PATRIC:250.34	3685675.0	1	0.0143824027072758	0.003102086858432	0.0174844895657078	62
PATRIC:250.7	5606922.0	1	0.0137469812372283	0.0016719301504737	0.015418911387702	83
PATRIC:2500547.3	3293048.0	1	0.0087424344317417	0.0016812373907195	0.0104236718224613	31
PATRIC:2502781.3	5086993.0	1	0.010252904989747	0.0015948963317384	0.0118478013214855	52
PATRIC:2507538.3	3067493.0	1	0.0010145417653026	0.0027054447074737	0.0037199864727764	11
PATRIC:2518177.3	3130338.0	1	0.0292134831460674	0.0071161048689138	0.0363295880149812	97
PATRIC:2520506.3	8664091.0	1	0.0049215216812982	0.0018621973929236	0.0067837190742218	51
PATRIC:2529032.3	3475698.0	1	0.0016155088852988	0.0019386106623586	0.0035541195476575	11
PATRIC:253.20	5314748.0	1	0.0203629032258064	0.0026209677419354	0.0229838709677419	114
PATRIC:253.39	4888827.0	1	0.0181143605412483	0.0024006983849847	0.020515058926233	94
PATRIC:253.54	4922946.0	1	0.0174908227164759	0.0021593608291945	0.0196501835456704	91
PATRIC:253.62	5058360.0	1	0.017725258493353	0.0023211648027009	0.020046423296054	95
PATRIC:253.89	5069906.0	1	0.0173821989528795	0.0023036649214659	0.0196858638743455	94
PATRIC:254.12	4191778.0	1	0.014388489208633	0.0034730836020838	0.0178615728107169	72
PATRIC:2545799.3	2652717.0	1	0.0012376237623762	0.0066006600660066	0.007013201320132	17
PATRIC:2547394.3	4217227.0	1	0.0221741481882098	0.002163331530557	0.0243374797187669	90
PATRIC:2547600.3	3139453.0	1	0.0090614886731391	0.0016181229773462	0.0106796116504854	33
PATRIC:2562285.5	2987299.0	1	0.0184648805213613	0.003258508327299	0.0213613323678493	59
PATRIC:2570561.3	4319537.0	1	0.0106194690265486	0.0037926675094816	0.0141592920353982	56
PATRIC:2572594.3	3766904.0	1	0.0040485829959514	0.0054945054945054	0.0095430884904569	33
PATRIC:2583851.3	2691279.0	1	0.0036407766990291	0.0004045307443365	0.0040453074433656	10
PATRIC:2584940.3	5037225.0	0	0.0109034267912772	0.0011125945705384	0.0120160213618157	54
PATRIC:2585771.3	3409178.0	1	0.0021263669501822	0.0009113001215066	0.0030376670716889	10
PATRIC:2594004.3	3934786.0	1	0.0086855819339895	0.0008685581933989	0.0095541401273885	33
PATRIC:2594269.3	3040096.0	1	0.0073382254836557	0.000667111407605	0.0080053368912608	24
PATRIC:2596915.3	5388077.0	1	0.0065003145313482	0.0016775005242189	0.0081778150555672	39
PATRIC:2604421.3	6183078.0	1	0.003584229390681	0.0024523674778343	0.0060365968685153	32
PATRIC:2608253.3	3740082.0	1	0.011722020653084	0.0039073402176946	0.0153502651409433	55
PATRIC:264731.4	3619559.0	0	0.000349528137015	0.0	0.000349528137015	1
PATRIC:2654325.4	3000622.0	1	0.0140845070422535	0.0014084507042253	0.0154929577464788	44
PATRIC:266748.11	3137220.0	1	0.0219668807029401	0.0016897600540723	0.0236566407570125	70
PATRIC:266749.8	3288745.0	1	0.0203432930705657	0.0019071837253655	0.0222504767959313	70
PATRIC:2686077.3	4512651.0	1	0.0200693756194251	0.005203171456888	0.0250247770069375	101
PATRIC:2686078.3	4560973.0	1	0.0196319018404908	0.0034355828220858	0.0228220858895705	93
PATRIC:2686361.3	4224107.0	1	0.0149667405764966	0.0011086474501108	0.0160753880266075	58
PATRIC:2686362.3	5072468.0	1	0.0029940119760479	0.0036355859709153	0.0066295979469632	31
PATRIC:2686363.3	3783741.0	1	0.006466784244562	0.0008818342151675	0.0073486184597295	25
PATRIC:2686365.3	4638103.0	1	0.0122684026039058	0.0040060090135202	0.0162744116174261	65
PATRIC:2686366.3	4618330.0	1	0.0131987577639751	0.004399585921325	0.0175983436853002	68
PATRIC:2692134.3	8898242.0	1	0.0044196022357987	0.0015598596126348	0.0059794618484336	46
PATRIC:2694930.3	4344619.0	0	0.0085470085470085	0.0026862026862026	0.0109890109890109	45
PATRIC:2697011.3	4810040.0	1	0.0196713723675075	0.0043971302939134	0.0238370747512149	103
PATRIC:2697012.3	4501581.0	1	0.019656631002737	0.0052251803931326	0.0246329932819109	99
PATRIC:269798.16	4433218.0	1	0.0182910896263391	0.0052260256075254	0.0232558139534883	89
PATRIC:2698458.3	4352178.0	0	0.0094175960346964	0.0024783147459727	0.0114002478314745	46
PATRIC:2698672.3	4610330.0	1	0.0015737410071942	0.0035971223021582	0.0051708633093525	23
PATRIC:2703787.3	7969925.0	1	0.0057367149758454	0.0054347826086956	0.011171497584541	74
PATRIC:2704465.3	8983451.0	1	0.0079345703125	0.002197265625	0.009765625	80
PATRIC:2708110.5	3088198.0	1	0.014069264069264	0.0061327561327561	0.0202020202020202	56
PATRIC:2710596.3	8853064.0	1	0.0044960659423004	0.001373797926814	0.0058698638691145	47
PATRIC:2713414.4	3243462.0	1	0.0180722891566265	0.0006341154090044	0.0183893468611287	58
PATRIC:2719911.3	2852234.0	1	0.0148120015191796	0.0034181541967337	0.0182301557159134	48
PATRIC:2719912.3	4053756.0	1	0.0022650056625141	0.0022650056625141	0.004246885617214	15
PATRIC:2724192.3	4690582.0	1	0.0147771317829457	0.0016957364341085	0.0164728682170542	68
PATRIC:2724619.3	3543981.0	1	0.0064697609001406	0.00056258790436	0.0070323488045007	25
PATRIC:2725414.3	8363885.0	1	0.0035425818336403	0.0029757687402579	0.006234944027207	44
PATRIC:2728024.3	6049537.0	1	0.0052441229656419	0.0012658227848101	0.006509945750452	36
PATRIC:2735321.3	4879662.0	0	0.0093001627528481	0.0009300162752848	0.0102301790281329	44
PATRIC:2735870.3	5719932.0	1	0.0060313630880579	0.0016083634901487	0.0076397265782066	38
PATRIC:2738844.3	3471153.0	1	0.016866688290626	0.0016217969510217	0.0184884852416477	57
PATRIC:2740462.3	6044097.0	1	0.0023883887562006	0.0018372221201543	0.0040418886643395	22
PATRIC:2745197.3	6935613.0	0	0.0159025545592962	0.0020301133479952	0.0174251395702926	103
PATRIC:2748316.3	2837214.0	1	0.0011463507833397	0.0034390523500191	0.0045854031333588	12
PATRIC:2748319.3	3549933.0	1	0.0160703456640388	0.0042449969678593	0.0200121285627653	66
PATRIC:2748320.3	3913347.0	1	0.0216438356164383	0.004931506849315	0.0260273972602739	95
PATRIC:2758037.4	2613493.0	1	0.0177095631641086	0.0031483667847304	0.020857929948839	53
PATRIC:2761579.3	4511071.0	1	0.0163316582914572	0.0020100502512562	0.0178391959798994	71
PATRIC:2767188.3	2839245.0	1	0.0107565435640014	0.0025098601649336	0.0132664037289351	37
PATRIC:28129.11	2893847.0	0	0.0018315018315018	0.0003663003663003	0.0021978021978021	6
PATRIC:28131.10	3148117.0	0	0.0062912865681031	0.0	0.0062912865681031	20
PATRIC:28131.17	2760702.0	0	0.0076502732240437	0.0003642987249544	0.0080145719489981	22
PATRIC:28131.18	2777805.0	0	0.0074679943100995	0.0	0.0074679943100995	21
PATRIC:28131.19	2764740.0	0	0.0080556572683998	0.0	0.0080556572683998	22
PATRIC:28131.20	2890050.0	0	0.006875214850464	0.0003437607425232	0.0072189755929872	21
PATRIC:28131.22	2737112.0	0	0.0065454545454545	0.0003636363636363	0.0069090909090909	19
PATRIC:28131.23	2928459.0	0	0.0060790273556231	0.0	0.0060790273556231	18
PATRIC:28131.24	2813841.0	0	0.0060091905266878	0.0003534817956875	0.0063626723223753	18
PATRIC:28131.35	2949063.0	0	0.0067750677506775	0.0003387533875338	0.0071138211382113	21
PATRIC:28131.4	2737273.0	0	0.0066298342541436	0.0003683241252302	0.0069981583793738	19
PATRIC:28131.7	2736315.0	0	0.0069216757741347	0.0003642987249544	0.0072859744990892	20
PATRIC:28132.3	3168110.0	0	0.0053292729349067	0.0003806623524933	0.0057099352874	15
PATRIC:28132.5	3090326.0	0	0.0051587301587301	0.0003968253968253	0.0055555555555555	14
PATRIC:28135.5	3168212.0	0	0.0003381805884342	0.0003381805884342	0.0006763611768684	2
PATRIC:28188.11	2493828.0	1	0.0004178854993731	0.0054325114918512	0.0054325114918512	13
PATRIC:28188.12	2414275.0	1	0.000895255147717	0.0053715308863025	0.0058191584601611	13
PATRIC:28188.13	2455405.0	1	0.0008798944126704	0.0052793664760228	0.0057193136823581	13
PATRIC:28188.25	2555606.0	1	0.0003955696202531	0.0027689873417721	0.0027689873417721	7
PATRIC:28188.26	2528270.0	1	0.0008281573498964	0.0053830227743271	0.0057971014492753	14
PATRIC:28189.7	2640475.0	1	0.0004173622704507	0.005008347245409	0.005008347245409	12
PATRIC:313590.8	3302548.0	1	0.0063715627095908	0.0023474178403755	0.0087189805499664	26
PATRIC:313596.4	3530383.0	1	0.0015842839036755	0.0028517110266159	0.0044359949302915	14
PATRIC:313603.6	3868304.0	1	0.0011415525114155	0.002283105022831	0.0034246575342465	12
PATRIC:323450.3	5167383.0	1	0.006875	0.0027083333333333	0.0095833333333333	46
PATRIC:327575.3	2504023.0	1	0.000881445570736	0.007492287351256	0.007492287351256	17
PATRIC:34085.1007	2168142.0	1	0.0043000477783086	0.0	0.0086000955566172	18
PATRIC:34085.1256	2161891.0	1	0.0043082814743896	0.0	0.0090952608903781	19
PATRIC:34085.190	2156703.0	1	0.0043310875842155	0.0	0.0081809432146294	17
PATRIC:34085.71	2425237.0	1	0.0070306038047973	0.0004135649296939	0.0074441687344913	18
PATRIC:34085.968	2240780.0	1	0.0071620411817367	0.0004476275738585	0.0076096687555953	17
PATRIC:343403.3	3910334.0	1	0.0023872679045092	0.003183023872679	0.0055702917771883	21
PATRIC:343874.12	3759256.0	1	0.0127768313458262	0.0008517887563884	0.0136286201022146	48
PATRIC:363852.4	5373360.0	1	0.0002135839384878	0.0010679196924391	0.0012815036309269	6
PATRIC:376686.10	6096872.0	1	0.0049665711556829	0.0005730659025787	0.0097421203438395	51
PATRIC:398053.3	5352833.0	0	0.0023116933153534	0.0015411288769023	0.0038528221922558	20
PATRIC:400092.3	5462537.0	1	0.007618675522563	0.0021488571986716	0.0095721820668099	49
PATRIC:402612.5	2861988.0	1	0.0125097732603596	0.0035183737294761	0.016419077404222	42
PATRIC:411154.11	3798465.0	1	0.0022811519817507	0.0014257199885942	0.003706871970345	13
PATRIC:421525.16	2764180.0	1	0.0071377587437544	0.0010706638115631	0.0082084225553176	23
PATRIC:430522.4	6581659.0	1	0.0023021073136178	0.0015937666017354	0.0033646183814414	19
PATRIC:431947.7	2354886.0	0	0.0038910505836575	0.0004863813229571	0.0072957198443579	15
PATRIC:435591.48	5212259.0	0	0.0017563117453347	0.0002195389681668	0.0019758507135016	9
PATRIC:45243.3	2688484.0	1	0.0007977662544874	0.002792181890706	0.0035899481451934	9
PATRIC:45243.5	2688499.0	1	0.0008045052292839	0.0028157683024939	0.0036202735317779	9
PATRIC:459526.6	5377387.0	1	0.0071025694589513	0.0012533946104031	0.0085648631710883	41
PATRIC:471854.5	6967790.0	1	0.0082269979852249	0.0011752854264607	0.0094022834116856	56
PATRIC:480520.3	4064534.0	1	0.0014180374361883	0.0025524673851389	0.0039705048213272	14
